Código	Artículo	Precio sin impuestos	Porcentaje impuestos	Porcentaje liquidación	Fecha fin de promo	Fecha reposición	Canon digital	Part number	Stock local	Stock provincias	Id marca	Id categoría	Categoría	URL imagen	Código Icecat
10117211	Robot Aspirador Roborock Q7 Plus Negro (RBR-8010418)	PVM	7	0			0	RBR-8010418	0	1			Hogar / Electrónica consumo>Electrodom.>Pequeño electrodom.	https://cluster.binarycanarias.com/img/cp-10117211.jpg	-1
10117236	Ord Qi Slim 5118S7236 i5-11400 8Gb 1Tb M.2 NVMe W10P	PVM	7	0			5.45	10117236	1	10			Ordenadores>Ordenadores Qi>Slim Series		-1
10117574	"Smartphone Samsung S22 6.1"" 8Gb 256Gb 5G Rosa (S901B)"	PVM	7	0			1.1	SM-S901BIDGEUB	0	1			Telefonía / Smartphones>Telefonía móvil y Smartphones>Smartphone y teléfonos móviles	https://cluster.binarycanarias.com/img/cp-10117574.jpg	96571527
10117609	Hub Approx Usb-C con 3Usb2.0, 1Usb3.0 Negro (APPC48)	PVM	7	0			0	APPC48	10	10			Periféricos>Hubs y adaptadores>HUBs USB	https://cluster.binarycanarias.com/img/cp-10117609.jpg	-1
10117621	Cable Red NANOCABLE Cat7 SFTP 305m (10.20.1700-305)	PVM	7	0			0	10.20.1700-305	1	2			Periféricos>Cables>Cables de red	https://cluster.binarycanarias.com/img/cp-10117621.jpg	101822285
10117670	Casco para Adulto Ninebot Commuter Helmet V11 Amarillo	PVM	7	0			0	3802-511	2	4			Hogar / Electrónica consumo>Ocio>Varios	https://cluster.binarycanarias.com/img/cp-10117670.jpg	99360387
10117704	"Funda Portátil NILOX 15.6"" Neopreno Azul (NXF1503)"	PVM	7	0	01/12/2022		0	NXF1503	5	10			Ordenadores portátiles>Maletines>Fundas	https://cluster.binarycanarias.com/img/cp-10117704.jpg	93124082
10117710	"Mochila NILOX Style 15.6"" Negro (NXBK041)"	PVM	7	0			0	NXBK041	0	2			Ordenadores portátiles>Maletines>Mochilas	https://cluster.binarycanarias.com/img/cp-10117710.jpg	-1
10117772	"Monitor Approx 15"" Táctil USB Negro APPMT15W5 (OUT7772)"	PVM	7	0			0	OUT7772	1	1			Periféricos>Monitores>Seminuevo (Monitores)	https://cluster.binarycanarias.com/img/cp-10117772.jpg	-1
10102723	Protector pantalla SUBBLIM Extreme iPad 10.5 (1APP002)	PVM	7	30			0	SUB-TG-1APP002	4	10			Tablets / eBooks>Accesorios PAD y Tablet>Protectores de pantalla	https://cluster.binarycanarias.com/img/cp-10102723.jpg	-1
10103441	Regleta FELLOWES 5Tomas boton encendido (9914301)	PVM	7	0			0	9914301	1	5			Periféricos>SAIs y regletas>Regletas	https://cluster.binarycanarias.com/img/cp-10103441.jpg	6925760
10103699	"Funda SUBBLIM Trendy Furry 10.1""-11"" (SUB-CUT-4TC001)"	PVM	7	0			0	SUB-CUT-4TC001	4	10			Tablets / eBooks>Accesorios PAD y Tablet>Fundas PAD y Tablet	https://cluster.binarycanarias.com/img/cp-10103699.jpg	78799955
10104355	Auriculares+Micro PLANTRONICS RIG 300HX Negro 211835-05	PVM	7	0			0	211835-05	1	1			Multimedia>Sonido>Auriculares y micrófonos	https://cluster.binarycanarias.com/img/cp-10104355.jpg	59233710
10104639	S.A.I. CONCEPTRONIC 600VA 360W 6Tomas (ZEUS05E)	PVM	7	0			0	ZEUS05E	2	6			Periféricos>SAIs y regletas>SAIs (UPS)	https://cluster.binarycanarias.com/img/cp-10104639.jpg	54776526
10104673	Bateria 2-Power 11,1V 5200mAh (CBI3222A)	PVM	7	0			0	CBI3222A	1	1			Repuestos>Repuestos de Baterías y Cargadores>Baterías		-1
10105164	Módulo Transceptor TP-LINK SFP Bidireccional TL-SM321A	PVM	7	30			0	TL-SM321A	1	2			Redes y CCTV>Switch y routers>Varios (switch y routers)	https://cluster.binarycanarias.com/img/cp-10105164.jpg	3468959
10106008	Cable AISENS USB2.0 A/M-A/H 15m Negro (A101-0020)	PVM	7	0			0	A101-0020	2	7			Periféricos>Cables>Datos	https://cluster.binarycanarias.com/img/cp-10106008.jpg	-1
10106243	Kit Ratón+Alfombrilla con batería integrada (CRUISEKIT)	PVM	7	30			0	CRUISEKIT	9	10			Periféricos>Ratones>Varios (ratones)	https://cluster.binarycanarias.com/img/cp-10106243.jpg	81010740
10106286	HUB SITECOM Usb-C a 4xUsb-C (1xPD-100W) (CN-386)	PVM	7	0			0	CN-386	6	10			Periféricos>Hubs y adaptadores>HUBs USB	https://cluster.binarycanarias.com/img/cp-10106286.jpg	75088212
10106488	Ratón Mars Gaming Wireless 320DPI 6Botones Blanco MMW2W	PVM	7	0			0	MMW2W	2	2			Periféricos>Ratones>Ratones gaming	https://cluster.binarycanarias.com/img/cp-10106488.jpg	80656607
10106543	Cable AISENS Latiguillo RJ45 Cat5e UTP 2m (A133-0198)	PVM	7	0			0	A133-0198	5	10			Periféricos>Cables>Latiguillos de red	https://cluster.binarycanarias.com/img/cp-10106543.jpg	70325613
10106836	Ventilador NOX X-FAN ARGB 120mm (NXHUMMERXFAN)	PVM	7	0			0	NXHUMMERXFAN	7	10			Integración>Refrigeración>Ventiladores auxiliares	https://cluster.binarycanarias.com/img/cp-10106836.jpg	79988541
10106888	"Soporte Techo TOOQ 37""-70"" Gira/inclina(LPCE1170TSLI-B)"	PVM	7	0			0	LPCE1170TSLI-B	1	3			Imagen y sonido>Soportes TV>Superior 65 pulgadas	https://cluster.binarycanarias.com/img/cp-10106888.jpg	85835612
10106889	Nanocable Adaptador Jack3.5/H a 2 Jack3.5/H (10.24.1203	PVM	7	0			0	10.24.1203	9	10			Multimedia>Sonido>Varios (sonido)	https://cluster.binarycanarias.com/img/cp-10106889.jpg	85995668
10107100	Devia Funda Silicona Airpods Pro Transparente (DSTNAPC)	PVM	7	0			0	DSTNAPC	1	1			Multimedia>Sonido>Varios (sonido)	https://cluster.binarycanarias.com/img/cp-10107100.jpg	-1
10107164	Punto acceso D-LINK Wireless AC2300 Dual PoE (DAP-2682)	PVM	7	0			0	DAP-2682	1	3			Redes y CCTV>WiFi>Puntos de acceso	https://cluster.binarycanarias.com/img/cp-10107164.jpg	80218040
55257093	Caja de Conexiones EQUIP Cat.6 Apantallado (EQ135620)	PVM	7	30			0	EQ135620	3	3			Redes y CCTV>Cables>Varios (cables)	https://cluster.binarycanarias.com/img/cp-55257093.jpg	1294336
55257117	Nanocable USB2 A/M-Mini USB B/M 1.8m (10.01.0402)	PVM	7	0			0	10.01.0402	10	10			Redes y CCTV>Cables>Datos	https://cluster.binarycanarias.com/img/cp-55257117.jpg	26531581
55257134	Nanocable USB 2.0 Tipo A/M-A/H 1.8m Beige (10.01.0203)	PVM	7	0			0	10.01.0203	10	10			Redes y CCTV>Cables>Datos	https://cluster.binarycanarias.com/img/cp-55257134.jpg	26529134
55257154	Nanocable USB 2.0 A/M-B/M Ferrita 3m (10.01.1203)	PVM	7	0			0	10.01.1203	6	10			Redes y CCTV>Cables>Datos	https://cluster.binarycanarias.com/img/cp-55257154.jpg	26529135
55257190	Nanocable Audio Estéreo 3.5/M-3.5/10m (10.24.0110)	PVM	7	0			0	10.24.0110	9	10			Redes y CCTV>Cables>Varios (cables)	https://cluster.binarycanarias.com/img/cp-55257190.jpg	26529176
55257195	Nanocable TESTER RJ11/RJ12/RJ45 Coaxial (10.31.0303)	PVM	7	0			0	10.31.0303	5	9			Redes y CCTV>Cables>Varios (cables)	https://cluster.binarycanarias.com/img/cp-55257195.jpg	26529215
55257289	Nanocable DP/M-VGA/M 5m Negro (10.15.4405)	PVM	7	0			0	10.15.4405	3	10			Redes y CCTV>Cables>Video	https://cluster.binarycanarias.com/img/cp-55257289.jpg	67787390
55257303	Nanocable Red Cat.6 UTP AWG24 2m Negro (10.20.0402-BK)	PVM	7	0			0	10.20.0402-BK	10	10			Redes y CCTV>Cables>Cables de red	https://cluster.binarycanarias.com/img/cp-55257303.jpg	26966722
55257341	Nanocable Red Cat.6A SFTP AWG26 0.5m Gris (10.20.1900)	PVM	7	0			0	10.20.1900	0	5			Redes y CCTV>Cables>Cables de red	https://cluster.binarycanarias.com/img/cp-55257341.jpg	71726085
55257354	Nanocable Red Cat.6A SFTP AWG26 1m Rojo (10.20.1901-R)	PVM	7	0			0	10.20.1901-R	10	10			Redes y CCTV>Cables>Cables de red	https://cluster.binarycanarias.com/img/cp-55257354.jpg	71726043
55301022	Cable EQUIP USB Tipo C M-M 1m (EQ12888307)	PVM	7	0			0	EQ12888307	2	7			Redes y CCTV>Cables>Datos	https://cluster.binarycanarias.com/img/cp-55301022.jpg	33264289
57001081	Lampara MR16 LED 6W 2700K 25000Horas (M1607BC0AD1)	PVM	7	30			0	M1607BC0AD1	10	10			Hogar / Electrónica consumo>Iluminacion>Iluminación LED	https://cluster.binarycanarias.com/img/cp-57001081.jpg	18407182
70500814	Impresora Etiquetas Térmica BROTHER (MW-260A)	PVM	7	50			0	MW-260	1	1			Impresoras y escáner>Impresoras etiquetas>Impresoras etiquetas	https://cluster.binarycanarias.com/img/cp-70500814.jpg	8917392
70700286	A.C. LG Unidad Interior Inverter WIFI 3000 fg/h(PM12SP)	PVM	7	30			0	PM12SP	10	10			Hogar / Electrónica consumo>Aire acondicionado>Aire acondicionado	https://cluster.binarycanarias.com/img/cp-70700286.jpg	-1
82602504	Cámara videovigilancia conceptronic Outdoor IP(OUTF615)	PVM	7	0			0	OUTF615	1	1			Multimedia>Webcam>Seminuevo (Webcam)		-1
83000800	Switch Ovis.24 ptos10/100Gestionab(FSH2400R/S)(OUTF850)	PVM	7	0			0	OUTF850	1	1			Redes y CCTV>Switch y routers>Seminuevo (Switch y routers)		-1
15206929	Apple Watch S5 40mm Gris Correa Sport Negra (MX3D2TY/A)	PVM	7	0			0	MX3D2TY/A	0	1			Telefonía / Smartphones>Accesorios de telefonía móvil>Smartwatch	https://cluster.binarycanarias.com/img/cp-15206929.jpg	74949476
45206091	Switch TP-LINK 5 Puertos 10/100/1000 4xPoE (TL-SG1005P)	PVM	7	0		11/11/2022	0	TL-SG1005P	0	3			Redes y CCTV>Switch y routers>Switch 10/100/1000	https://cluster.binarycanarias.com/img/cp-45206091.jpg	38057744
45206127	Router TP-LINK WiFi 300Mb 2 antenas (TL-WR850N)	PVM	7	0		11/11/2022	0	TL-WR850N	0	0			Redes y CCTV>Switch y routers>Routers ADSL	https://cluster.binarycanarias.com/img/cp-45206127.jpg	52267084
50251057	Tinta HP Tricolor 165pag (CH562EE) N301	PVM	7	0			0	CH562EE	10	10			Consumibles impresión>Tintas Marcas>Tintas HP	https://cluster.binarycanarias.com/img/cp-50251057.jpg	4820236
50251119	Tinta HP N912XL Amarillo (3YL83AE)	PVM	7	0			0	3Yl83AE	10	10			Consumibles impresión>Tintas Marcas>Tintas HP	https://cluster.binarycanarias.com/img/cp-50251119.jpg	69266427
50251301	Tinta HP Magenta 825pag (C2P25AE) N935XL	PVM	7	0		11/11/2022	0	C2P25AE	7	8			Consumibles impresión>Tintas Marcas>Tintas HP	https://cluster.binarycanarias.com/img/cp-50251301.jpg	22834401
50251308	Tinta HP Cian 700pág. (F6U12AE) N953	PVM	7	0			0	F6U12AE	3	10			Consumibles impresión>Tintas Marcas>Tintas HP	https://cluster.binarycanarias.com/img/cp-50251308.jpg	31107610
50252555	Tinta HP Cian CP1700 28ml (C4836a) N11	PVM	7	0			0	C4836a	1	3			Consumibles impresión>Tintas Marcas>Tintas HP		1390
50252911	Tinta Canon PGI-525BK Negro Pack-2 (4529B010AA)	PVM	7	30			0	4529B010AA	0	1			Consumibles impresión>Tintas Marcas>Tintas Canon	https://cluster.binarycanarias.com/img/cp-50252911.jpg	11819270
50252930	Tinta Canon PG-40 Negro 16ml (0615B001)	PVM	7	0			0	0615B001	1	3			Consumibles impresión>Tintas Marcas>Tintas Canon	https://cluster.binarycanarias.com/img/cp-50252930.jpg	385508
50252968	Tinta Canon CLI-521C/M/Y Color Pack (2934B010)	PVM	7	0			0	2934B010	1	5			Consumibles impresión>Tintas Marcas>Tintas Canon	https://cluster.binarycanarias.com/img/cp-50252968.jpg	9586740
50253252	Tinta HP Negro (T6L99AE) N903	PVM	7	0			0	T6L99AE	4	10			Consumibles impresión>Tintas Marcas>Tintas HP	https://cluster.binarycanarias.com/img/cp-50253252.jpg	31537152
50253273	Tinta HP PageWide Negro (L0S07AE) N973X	PVM	7	0			0	L0S07AE	2	8			Consumibles impresión>Tintas Marcas>Tintas HP	https://cluster.binarycanarias.com/img/cp-50253273.jpg	30652483
50253378	Tinta EPSON Amarillo 16 Pluma Estilografica T1624	PVM	7	0			0	C13T16244012	3	6			Consumibles impresión>Tintas Marcas>Tintas Epson	https://cluster.binarycanarias.com/img/cp-50253378.jpg	14738198
50258658	Cinta de papel BROTHER Blanca 12 mm 30,48 m (DK-22214)	PVM	7	0			0	DK22214	10	10			Consumibles impresión>Otros Consumibles>Papel	https://cluster.binarycanarias.com/img/cp-50258658.jpg	127753
50304391	Tinta Zebra Color (800033-840)	PVM	7	0			0	800033-840	1	1			Consumibles impresión>Tintas Marcas>Tintas Otras Marcas	https://cluster.binarycanarias.com/img/cp-50304391.jpg	8948861
50304427	Tinta INKPRO Premium Negro para HP N920XL	PVM	7	0			0	M-CD975AESC	9	10			Consumibles impresión>Tintas Genericas>Tinta INKPRO	https://cluster.binarycanarias.com/img/cp-50304427.jpg	-1
50351040	Toner HP LaserJet 1300 Ultraprecise (Q2613A)	PVM	7	0			0	Q2613A	0	1			Consumibles impresión>Toner Marcas>Toner HP		38973
10117863	Cable conversor AISENS DP/M a HDMI/M 0.5m (A125-0550)	PVM	7	0			0	A125-0550	2	2			Periféricos>Cables>Video	https://cluster.binarycanarias.com/img/cp-10117863.jpg	101946015
10117900	Cable AISENS latiguillo Cat6a UTP 2m Amarill(A145-0568)	PVM	7	0			0	A145-0568	10	10			Periféricos>Cables>Latiguillos de red	https://cluster.binarycanarias.com/img/cp-10117900.jpg	101946117
10117932	Cable AISENS USB3.1-C/M-USB-A/M 0.5m Gris (A107-0630)	PVM	7	0			0	A107-0630	1	2			Periféricos>Cables>Datos	https://cluster.binarycanarias.com/img/cp-10117932.jpg	101945837
10118080	Raton LOGITECH G502 LightSpeed Wireless (910-005568)	PVM	7	0			0	910-005568	0	2			Periféricos>Ratones>Ratones gaming	https://cluster.binarycanarias.com/img/cp-10118080.jpg	70313649
10118190	Teclado TKL Mars Gaming Marrón/Blanco (MKREVOPROWBRES)	PVM	7	0			0	MKREVOPROWBRES	1	1			Periféricos>Teclados>Teclados gaming	https://cluster.binarycanarias.com/img/cp-10118190.jpg	94475522
10118538	Caja HDD AISENS M.2 NVME a Usb3.2 Azul (ASM2-019BLU)	PVM	7	0			0	ASM2-019BLU	2	2			Periféricos>Discos y cajas externos>Cajas SATA 2.5	https://cluster.binarycanarias.com/img/cp-10118538.jpg	-1
10118633	"Funda CASE LOGIC Ibira sleeve 14"" Azul (3204394)"	PVM	7	0		11/11/2022	0	3204394	0	0			Ordenadores portátiles>Maletines>Fundas		-1
10118658	"Funda CASE LOGIC Reflect Sleeve 14"" Grafito (324229)"	PVM	7	0		11/11/2022	0	3204229	0	0			Ordenadores portátiles>Maletines>Fundas		-1
10118698	Bolsa deporte THULE Chasm Bag 90L Azul (3204418)	PVM	7	0		11/11/2022	0	3204418	0	0			Hogar / Electrónica consumo>Cuidado personal>Salud		-1
10301256	Adaptador Approx USB-Paralelo Db25 M-H (APPC26)	PVM	7	0			0	APPC26	10	10			Periféricos>Cables>Datos	https://cluster.binarycanarias.com/img/cp-10301256.jpg	32911649
10357318	Adaptador AISENS HD de 9mm para optica 12mm(A129-0152)	PVM	7	30			0	A129-0152	0	6			Periféricos>Discos y cajas externos>Varios (Cajas de discos duros)	https://cluster.binarycanarias.com/img/cp-10357318.jpg	70326925
10501666	Tarjeta de video para transparent display LG(TSP-500M)	PVM	7	50			0	TSP-500M	1	1			Periféricos>Monitores>Varios (monitores)	https://cluster.binarycanarias.com/img/cp-10501666.jpg	-1
10511709	"Soporte TV 32""-55"" Inclina Hasta 40Kg (EQ650601)"	PVM	7	0			0	EQ650601	2	4			Imagen y sonido>Soportes TV>Hasta 60 pulgadas	https://cluster.binarycanarias.com/img/cp-10511709.jpg	30762864
10511746	Soporte Techo TOOQ proyector 20Kg Blanco (PJ2012T-W)	PVM	7	0			0	PJ2012T-W	2	2			Imagen y sonido>Soportes TV>Hasta 22 pulgadas	https://cluster.binarycanarias.com/img/cp-10511746.jpg	24893975
10550526	Semitorre ATX NOX KORE S/Fuente USB3.0 Negro (NXKORE)	PVM	7	0		11/11/2022	0	NXKORE	10	10			Integración>Carcasas>Torre	https://cluster.binarycanarias.com/img/cp-10550526.jpg	29392925
10550542	Minitorre mATX NOX Coolbay MX2 (NXCBAYMX2)	PVM	7	0		11/11/2022	0	NXCBAYMX2	9	10			Integración>Carcasas>Minitorre	https://cluster.binarycanarias.com/img/cp-10550542.jpg	33459561
10551080	Cable Thermaltake ATA 48cm Luz UV AZUL (A2068)	PVM	7	70			0	A2068	1	1			Juegos y Consolas>Gaming PC>Varios (gaming PC)		-1
10356036	SSD Samsung 970 EVO Plus 2Tb M.2 NVMe (MZ-V7S2T0BW)	PVM	7	0			5.45	MZ-V7S2T0BW	0	1			Integración>Discos Internos>Discos SSD	https://cluster.binarycanarias.com/img/cp-10356036.jpg	66640305
10457272	ASUS PCIe Nvidia GTX1050 4Gb (PH-GTX1050TI-4G)	PVM	7	0			0	90YV0A70-M0NA00	3	10			Integración>Tarjetas gráficas>nVidia PCIe	https://cluster.binarycanarias.com/img/cp-10457272.jpg	33479651
10501963	LG Media Player signage WebOs (WP400)	PVM	7	0			0	WP400	1	1			Imagen y sonido>Televisores>Varios (televisión)	https://cluster.binarycanarias.com/img/cp-10501963.jpg	62349642
10508899	Lampara LG para Proyector BX324 (AJ-LBX3)	PVM	7	0			0	AJ-LBX3	4	4			Imagen y sonido>Proyectores>Lámparas	https://cluster.binarycanarias.com/img/cp-10508899.jpg	4706701
10510140	"Soporte EQUIP 60-100"" Extensible 100Kg (EQ650324)"	PVM	7	0			0	EQ650324	2	5			Imagen y sonido>Soportes TV>Superior 65 pulgadas	https://cluster.binarycanarias.com/img/cp-10510140.jpg	59241877
10511712	"Soporte TV Approx Pared Fijo 30""-63"" 50Kg (APPST04)"	PVM	7	0			0	APPST04	5	7			Imagen y sonido>Soportes TV>Hasta 65 pulgadas	https://cluster.binarycanarias.com/img/cp-10511712.jpg	69077337
10511743	"Soporte TOOQ de mesa Gira/Inclina 13""-32"" (DB1032TN-B)"	PVM	7	0			0	DB1032TN-B	10	10			Imagen y sonido>Soportes TV>Hasta 32 pulgadas	https://cluster.binarycanarias.com/img/cp-10511743.jpg	43562506
30306830	Carcasa sumergible WOXTER para DV Cam90 (WC26-014)	PVM	7	70			0	WC26-014	0	1			Imagen y sonido>Fotografía y video>Varios fotografía	https://cluster.binarycanarias.com/img/cp-30306830.jpg	-1
45100025	"Panel Ciego LANBERG para Rack 10"" 1U Gris (AK-1403-S)"	PVM	7	30			0	AK-1403-S	0	4			Redes y CCTV>Armarios y cajas>Varios (armarios y cajas)	https://cluster.binarycanarias.com/img/cp-45100025.jpg	65591117
45100171	Tenaza Metálica Crimpar RJ10/RJ11/RJ12/RJ45 (10.31.0102	PVM	7	0			0	10.31.0102	10	10			Redes y CCTV>Cables>Varios (cables)	https://cluster.binarycanarias.com/img/cp-45100171.jpg	27251001
45100483	"Caja para RACK 19"" 4U ATX 550mm (51912)"	PVM	7	0			0	51912	1	3			Integración>Carcasas>Carcasas de rack	https://cluster.binarycanarias.com/img/cp-45100483.jpg	32350527
45202012	Protector Air Live Sobretensión para POE, Wifi (SP100)	PVM	7	70			0	SP100	2	3			Redes y CCTV>Switch y routers>Varios (switch y routers)	https://cluster.binarycanarias.com/img/cp-45202012.jpg	5926697
45204308	CISCO Adaptador USB Wireless WUSB100	PVM	7	0			0	WUSB100-EU	1	1			Redes y CCTV>WiFi>Tarjetas de red wireless USB	https://cluster.binarycanarias.com/img/cp-45204308.jpg	5704278
45205303	Adaptador TP-LINK USB a Bluetooth 4.0 nano (UB400)	PVM	7	0			0	UB400	10	10			Periféricos>Hubs y adaptadores>Adaptadores Bluetooth	https://cluster.binarycanarias.com/img/cp-45205303.jpg	67490256
45208496	Servidor de Impresión HP Jetdirect Wireless USB (2700W)	PVM	7	70			0	J8026A	1	1			Redes y CCTV>WiFi>Servidores de impresión	https://cluster.binarycanarias.com/img/cp-45208496.jpg	12007480
45208801	Punto de acceso EnGenius Wireless 802.11a/n (ENH500)	PVM	7	70			0	ENH500	2	2			Redes y CCTV>WiFi>Puntos de acceso	https://cluster.binarycanarias.com/img/cp-45208801.jpg	12023877
45208826	Pto. Acceso EnGenius AC1750 PoE (EAP1750H)	PVM	7	30			0	EAP1750H	5	6			Redes y CCTV>WiFi>Puntos de acceso	https://cluster.binarycanarias.com/img/cp-45208826.jpg	22772185
10110489	Ventilador NOX HUMMER A-FAN ARGB 120mm (NXHUMMERAFAN)	PVM	7	0			0	NXHUMMERAFAN	5	10			Integración>Refrigeración>Ventiladores auxiliares	https://cluster.binarycanarias.com/img/cp-10110489.jpg	89283810
10110502	"Armario Suelo AITEN 19"" 37U 600x600+Acc. (F80.66.37)"	PVM	7	0			0	F80.66.37	0	1			Redes y CCTV>Armarios y cajas>Armarios	https://cluster.binarycanarias.com/img/cp-10110502.jpg	77265960
10110582	EQUIP Cable Extensión USB3.0 Activo 5m (EQ133346)	PVM	7	0			0	EQ133346	2	2			Periféricos>Cables>Datos	https://cluster.binarycanarias.com/img/cp-10110582.jpg	86067233
10110766	Fundas FELLOWES Autoadhesivas Brillo A4 100uni(5302202)	PVM	7	0			0	5302202	1	4			Consumibles varios>Material de Oficina>Varios	https://cluster.binarycanarias.com/img/cp-10110766.jpg	-1
10110943	CABLE BELKIN Coaxial RCA 2m Blanco (F3Y054BF5MWHT-P)	PVM	7	0			0	F3Y054BF5MWHT-P	1	1			Periféricos>Cables>Video	https://cluster.binarycanarias.com/img/cp-10110943.jpg	33488869
10111479	Regleta NGS 8Tomas con interruptor (POLE800)	PVM	7	0			0	POLE800	10	10			Periféricos>SAIs y regletas>Regletas	https://cluster.binarycanarias.com/img/cp-10111479.jpg	91517102
10111539	Intel Core i9-10900KF LGA1200 3.80Ghz 20Mb	PVM	7	0			0	BX8070110900KF	2	4			Integración>Microprocesadores>Intel socket 1200	https://cluster.binarycanarias.com/img/cp-10111539.jpg	79052666
10111547	CRICUT Smart Vinyl Permanente Champán Mate(CRC-2008658)	PVM	7	0			0	CRC-2008658	3	4			Consumibles varios>Material de Oficina>Papelería	https://cluster.binarycanarias.com/img/cp-10111547.jpg	-1
10111562	Rotuladores Infusible CRICUT 5u Fluorescen(CRC-2006259)	PVM	7	0			0	CRC-2006259	1	2			Consumibles varios>Material de Oficina>Papelería	https://cluster.binarycanarias.com/img/cp-10111562.jpg	-1
10111609	Latiguillo Apant. EQUIP S/FTP CAT6 25cm Rojo (EQ605523)	PVM	7	0			0	EQ605523	10	10			Periféricos>Cables>Latiguillos de red	https://cluster.binarycanarias.com/img/cp-10111609.jpg	9016308
10111629	Latiguillo Apant EQUIP S/FTP Cat6a 0.5m Verde EQ605647	PVM	7	30			0	EQ605647	3	7			Periféricos>Cables>Latiguillos de red	https://cluster.binarycanarias.com/img/cp-10111629.jpg	3469896
10111750	Silla Gaming KEEPOUT Hammer Negro/Dorado(XSPROHAMMERBG)	PVM	7	0			0	XSPROHAMMERBG	3	4			Juegos y Consolas>Gaming PC>Sillas	https://cluster.binarycanarias.com/img/cp-10111750.jpg	-1
10111765	Soporte PIVO Smart Mount (SM) 440028	PVM	7	0			0	SM	3	5			Telefonía / Smartphones>Accesorios de telefonía móvil>Varios	https://cluster.binarycanarias.com/img/cp-10111765.jpg	-1
10111961	CRICUT Smart Vinyl Permanente Rojo (CRC-2008633)	PVM	7	0			0	CRC-2008633	1	1			Consumibles varios>Material de Oficina>Varios	https://cluster.binarycanarias.com/img/cp-10111961.jpg	-1
10112038	Freidora XIAOMI Smart Air Fryer 1500W 3.5L (BHR4849E)	PVM	7	0			0	BHR4849EU	10	10			Hogar / Electrónica consumo>Electrodom.>Pequeño electrodom.	https://cluster.binarycanarias.com/img/cp-10112038.jpg	92510547
10112181	Pilas PHILIPS AA Alcalinas 1.5V Pack 4 (LR6P4B/10)	PVM	7	0			0	LR6P4B/10	0	1			Consumibles varios>Pilas y baterías>Alcalinas	https://cluster.binarycanarias.com/img/cp-10112181.jpg	5745021
10112382	CRICUT Smart Vinyl R 33x91cm Mint (CRC-2008642)	PVM	7	0			0	CRC-2008642	2	5			Consumibles varios>Material de Oficina>Papelería	https://cluster.binarycanarias.com/img/cp-10112382.jpg	-1
10106201	T+ Ratón LOGITECH MK850 Wireless Bluetooth (920-008228)	PVM	7	0			0	920-008228	10	10			Periféricos>Teclados>Teclados + ratón	https://cluster.binarycanarias.com/img/cp-10106201.jpg	34598893
10106830	"Monitor Gaming OZONE 24.8"" FHD 144Hz 1ms (OZDSP25PRO)"	PVM	7	0			0	OZDSP25PRO	4	10			Periféricos>Monitores>Hasta 26 pulgadas	https://cluster.binarycanarias.com/img/cp-10106830.jpg	87363077
10106858	SSD Samsung 870QVO 1Tb SATA3 (MZ-77Q1T0BW)	PVM	7	0			5.45	MZ-77Q1T0BW	10	10			Integración>Discos Internos>Discos SSD	https://cluster.binarycanarias.com/img/cp-10106858.jpg	79359786
10107010	ASUS TUF GAMING X570-PRO WI-FI: (AM4) 4DDR4 HDMI ATX	PVM	7	0			0	90MB15H0-M0EAY0	0	1			Integración>Placas base>AMD Socket AM4	https://cluster.binarycanarias.com/img/cp-10107010.jpg	85937661
10107107	Pulsera XIAOMI MI Band 4C Negra (MGW4064GL)	PVM	7	0			0	MGW4064GL	10	10			Telefonía / Smartphones>Accesorios de telefonía móvil>Pulseras Smartband	https://cluster.binarycanarias.com/img/cp-10107107.jpg	79840376
10107759	Teclado LOGITECH K380 Wireless BT Blanco (920-009588)	PVM	7	0			0	920-009588	2	2			Periféricos>Teclados>Teclados	https://cluster.binarycanarias.com/img/cp-10107759.jpg	77772007
10107778	Refrig. Líquida AEROCOOL Infinity RGB 360mm MIRAGEL360 	PVM	7	0			0	MIRAGEL360	1	2			Integración>Refrigeración>Ventiladores auxiliares	https://cluster.binarycanarias.com/img/cp-10107778.jpg	86204026
10107787	Nanocable Displayport DP/M-DP/M 2m Negro (10.15.2502)	PVM	7	0			0	10.15.2502	7	10			Periféricos>Cables>Video	https://cluster.binarycanarias.com/img/cp-10107787.jpg	87238588
10107895	Cable AISENS Displayport DP/M-DP/Mv3m Negro (A149-0391)	PVM	7	0			0	A149-0391	4	8			Periféricos>Cables>Video	https://cluster.binarycanarias.com/img/cp-10107895.jpg	86656110
10108144	AMD Ryzen 5 5600X 3.7GHz 32Mb AM4 (100-100000065BOX)	PVM	7	0			0	100-100000065BOX	4	9			Integración>Microprocesadores>AMD Socket AM4	https://cluster.binarycanarias.com/img/cp-10108144.jpg	86261907
10108632	Cargador pared CONCEPTRONIC Althea 2xUSB (ALTHEA06W)	PVM	7	0			0	ALTHEA06W	10	10			Tablets / eBooks>Accesorios PAD y Tablet>Alimentación y Powerbank	https://cluster.binarycanarias.com/img/cp-10108632.jpg	80228540
10108642	Tambor LEXMARK Negro (56F0Z00) (OUT8642)	PVM	7	0			0	OUT8642	1	1			Consumibles impresión>Toner Marcas>Seminuevo (Toner Marcas)	https://cluster.binarycanarias.com/img/cp-10108642.jpg	-1
