Código	Artículo	Precio sin impuestos	Porcentaje impuestos	Porcentaje liquidación	Fecha fin de promo	Fecha reposición	Canon digital	Part number	Stock local	Stock provincias	Id marca	Id categoría	Categoría	URL imagen	Código Icecat
70402010	Lector tarj. magnética Posiflex 2p PS2 Blanco (MR-2000)	PVM	7	70			0	MR-2000	10	10			Terminales TPV>Escáner>Lectores de tarjeta	https://cluster.binarycanarias.com/img/cp-70402010.jpg	-1
20209510	HP Alimentador de 250 Hojas LJ5100 (Q1866A)	PVM	7	70			0	Q1866A	1	1			Impresoras y escáner>Impresoras láser>Varios (impresoras láser)		24135
50252068	Tinta HP Negro (C9362EE) N336	PVM	7	0			0	C9362EE	2	2			Consumibles impresión>Tintas Marcas>Tintas HP		1335188
45203725	T. Red PCMCIA ECOM Wireless 125Mbps MIMO(EW125TGPCM)	PVM	7	70			0	EW125TGPCM	3	5			Redes y CCTV>WiFi>Varios (wifi)	https://cluster.binarycanarias.com/img/cp-45203725.jpg	-1
50252507	Cabezal HP Negro/Amarillo (C9384A) N72	PVM	7	0			0	C9384A	0	1			Consumibles impresión>Tintas Marcas>Tintas HP	https://cluster.binarycanarias.com/img/cp-50252507.jpg	859687
50258549	Tinta BROTHER Cian 13.3ml 1200pag LC1280XLC	PVM	7	0			0	LC1280XLCBP	1	2			Consumibles impresión>Tintas Marcas>Tintas Brother	https://cluster.binarycanarias.com/img/cp-50258549.jpg	7077865
15207132	Batería ISAW Recargable 3.7V 1200mAh (ISAW-REP-03)	PVM	7	70			0	ISAW-REP-03	1	2			Imagen y sonido>Fotografía y video>Varios fotografía	https://cluster.binarycanarias.com/img/cp-15207132.jpg	23204677
70902082	Protector pantalla MOYOU Samsung Galaxy S5 (62004)	PVM	7	50			0	62004	8	10			Telefonía / Smartphones>Accesorios de telefonía móvil>Protectores de pantalla	https://cluster.binarycanarias.com/img/cp-70902082.jpg	26961144
50253171	Tinta EPSON Negro 79XL Torre de Pisa T7901	PVM	7	0			0	C13T79014010	1	1			Consumibles impresión>Tintas Marcas>Tintas Epson	https://cluster.binarycanarias.com/img/cp-50253171.jpg	21602010
55255910	Latiguillo EQUIP U/UTP Cat.6 2m (EQ625411)	PVM	7	0			0	EQ625411	10	10			Periféricos>Cables>Latiguillos de red	https://cluster.binarycanarias.com/img/cp-55255910.jpg	17542665
55255863	EQUIP Cable HDMI 1.4 H.Speed con Ethernet 5m (EQ119355)	PVM	7	0			0	EQ119355	10	10			Periféricos>Cables>Video	https://cluster.binarycanarias.com/img/cp-55255863.jpg	15988012
55255907	Latiguillo EQUIP U/UTP Cat.5e 5m (EQ825414)	PVM	7	0			0	EQ825414	10	10			Periféricos>Cables>Latiguillos de red	https://cluster.binarycanarias.com/img/cp-55255907.jpg	16004664
10758112	Cartucho de datos HP LTO-6 Ultrium6 6.5Tb (C7976A)	PVM	7	0			0	C7976A	5	10			Consumibles varios>Consumibles grabación>DAT	https://cluster.binarycanarias.com/img/cp-10758112.jpg	-1
55255678	Cable EQUIP USB-C/M-USB-C/M 2m (EQ128352)	PVM	7	0			0	EQ128352	3	7			Periféricos>Cables>Datos	https://cluster.binarycanarias.com/img/cp-55255678.jpg	61191837
70500815	Impresoras de etiquetas BROTHER (RJ-2050)	PVM	7	50			0	RJ-2050	1	2			Impresoras y escáner>Impresoras etiquetas>Impresoras etiquetas	https://cluster.binarycanarias.com/img/cp-70500815.jpg	36069217
55257239	Nanocable HDMI V2.0  A/M-A/M 3m Negro (10.15.3703)	PVM	7	0			0	10.15.3703	10	10			Periféricos>Cables>Video	https://cluster.binarycanarias.com/img/cp-55257239.jpg	65555375
55256144	Latiguillo Apant. EQUIP Cat6 S/FTP 2m Blanco (EQ605511)	PVM	7	0			0	EQ605511	10	10			Periféricos>Cables>Latiguillos de red	https://cluster.binarycanarias.com/img/cp-55256144.jpg	716665
30203540	Altavoces NGS Multimedia 4W (2W 2W) Negro (SB150)	PVM	7	0			0	SB150	10	10			Multimedia>Sonido>Altavoces	https://cluster.binarycanarias.com/img/cp-30203540.jpg	2286562
50351035	Toner HP LaserJet 1000W/1200/3330 (C7115A)	PVM	7	0			0	C7115A	0	1			Consumibles impresión>Toner Marcas>Toner HP		2226
45208278	Switch D-Link 8P 10/100 (DES-1008D)	PVM	7	0			0	DES-1008D	1	1			Redes y CCTV>Switch y routers>Switch 10/100	https://cluster.binarycanarias.com/img/cp-45208278.jpg	301718
10259500	Card Reader CONCEPTRONIC todo en 1 USB2 (CMULTIRWU2)	PVM	7	0			0	CMULTIRWU2	10	10			Periféricos>Memoria flash>Lectores de memoria flash	https://cluster.binarycanarias.com/img/cp-10259500.jpg	362258
50353055	Toner Samsung Negro (CLP-510D3K)	PVM	7	70			0	CLP-510D3K	1	1			Consumibles impresión>Toner Marcas>Toner otras marcas	https://cluster.binarycanarias.com/img/cp-50353055.jpg	254133
30301852	LOGITECH Filofax Digital Notepaper para io2 A5 (3343)	PVM	7	70			0	623343-0300	5	5			Impresoras y escáner>Tabletas digitalizadoras>Varios (tabletas)	https://cluster.binarycanarias.com/img/cp-30301852.jpg	-1
50357054	Toner BROTHER Cian 1500pag (TN-320C)	PVM	7	0			0	TN320C	1	2			Consumibles impresión>Toner Marcas>Toner Brother	https://cluster.binarycanarias.com/img/cp-50357054.jpg	5799081
55257090	Nanocable Red Cat.6 FTP AWG24 5m Gris (10.20.0805)	PVM	7	0			0	10.20.0805	10	10			Redes y CCTV>Cables>Cables de red	https://cluster.binarycanarias.com/img/cp-55257090.jpg	32275716
50258529	Tinta BROTHER Multipack LC223VALBP	PVM	7	0			0	LC223VALBP	9	10			Consumibles impresión>Tintas Marcas>Tintas Brother	https://cluster.binarycanarias.com/img/cp-50258529.jpg	24353383
50253181	Tinta EPSON Magenta 27XL 1100pag Despertador T2713	PVM	7	0			0	C13T27134012	3	3			Consumibles impresión>Tintas Marcas>Tintas Epson	https://cluster.binarycanarias.com/img/cp-50253181.jpg	19613235
15204352	"Correa Vivofit ""G"" morado/turquesa/azul (010-12149-00)"	PVM	7	70			0	010-12149-00	1	1			Telefonía / Smartphones>Accesorios de telefonía móvil>Pulseras Smartband	https://cluster.binarycanarias.com/img/cp-15204352.jpg	21524660
10108486	Modulo SYNOLOGY DDR4 8Gb ECC SODIMM (D4ES01-8G)	PVM	7	0			0	D4ES01-8G	0	1			Integración>Memorias>Sodimm DDR4	https://cluster.binarycanarias.com/img/cp-10108486.jpg	80856807
10108742	"Funda Libro SUBBLIM Clever Ebook 6"" Gris (CUE-1EC100)"	PVM	7	0			0	SUB-CUE-1EC100	4	8			Tablets / eBooks>Accesorios Libros eletrónicos>Fundas Libros electrónicos	https://cluster.binarycanarias.com/img/cp-10108742.jpg	88010442
10108811	Alfombrilla CORSAIR MM300 PROPREMIUM SPILL(CH-9413641-W	PVM	7	0			0	CH-9413641-WW	3	10			Periféricos>Ratones>Varios (ratones)	https://cluster.binarycanarias.com/img/cp-10108811.jpg	85966254
10109003	Soporte Suspensión ELGATO Antivibraciones (10MAE9901)	PVM	7	0			0	10MAE9901	1	2			Juegos y Consolas>Gaming PC>Varios (gaming PC)	https://cluster.binarycanarias.com/img/cp-10109003.jpg	-1
10108868	"Caja HDD AISENS 2.5"" SATA A Usb3 Rojo (ASE-2525RED)"	PVM	7	0			0	ASE-2525RED	10	10			Periféricos>Discos y cajas externos>Cajas SATA 2.5	https://cluster.binarycanarias.com/img/cp-10108868.jpg	87961381
10109101	Cable EQUIP DP a DP 1.4 8K 5m (EQ119255)	PVM	7	0			0	EQ119255	5	8			Periféricos>Cables>Video	https://cluster.binarycanarias.com/img/cp-10109101.jpg	80953320
20209503	HP Alimentador de 250 Hojas LJ2015  (Q5931A)	PVM	7	70			0	Q5931A	1	1			Impresoras y escáner>Impresoras láser>Varios (impresoras láser)		-1
50253386	Cinta Negra LQ-630 (S015307)	PVM	7	0			0	C13S015307	4	6			Consumibles impresión>Otros Consumibles>Cintas	https://cluster.binarycanarias.com/img/cp-50253386.jpg	46722
45204007	USRobotics WLAN PCMCIA 125Mbps GMAXg (USR805411)	PVM	7	70			0	USR805411A	1	2			Redes y CCTV>WiFi>Tarjetas de red wireless PCCard	https://cluster.binarycanarias.com/img/cp-45204007.jpg	480718
30306840	Funda SONY para Bloggie MHS-TS20, TS10 (LCJ-TSA)	PVM	7	70			0	LCJTSAW	10	10			Imagen y sonido>Fotografía y video>Varios video	https://cluster.binarycanarias.com/img/cp-30306840.jpg	7824286
50258539	Tinta BROTHER Negro LC223BKBP	PVM	7	0			0	LC-223BKBP	10	10			Consumibles impresión>Tintas Marcas>Tintas Brother	https://cluster.binarycanarias.com/img/cp-50258539.jpg	24353379
45206005	Switch TP-LINK 16Puertos 10/100/1000 Metal(TL-SG1016DE)	PVM	7	0			0	TL-SG1016DE	4	4			Redes y CCTV>Switch y routers>Switch 10/100/1000	https://cluster.binarycanarias.com/img/cp-45206005.jpg	18383731
50250001	Tambor OPC Samsung Laser (CLT-R407/SEE)	PVM	7	70			0	CLT-R407/SEE	0	1			Consumibles impresión>Otros Consumibles>Varios (consumibles impresión)	https://cluster.binarycanarias.com/img/cp-50250001.jpg	4706363
10108729	Altavoz NGS Bluetooth ROLLER RIDE Rojo (ROLLERRIDERED)	PVM	7	0			0	ROLLERRIDERED	5	10			Multimedia>Sonido>Altavoces	https://cluster.binarycanarias.com/img/cp-10108729.jpg	87188004
10108871	Caja HDD AISENS M.2 NVMe USB-C 3.2 Gris (ASM2-002G)	PVM	7	0			0	ASM2-002G	5	8			Periféricos>Discos y cajas externos>Cajas SATA 2.5	https://cluster.binarycanarias.com/img/cp-10108871.jpg	87961378
10109065	Auriculares+Micro Mars Gaming Jack3.5mm Negros (MH120)	PVM	7	0			0	MH120	0	1			Multimedia>Sonido>Auriculares y micrófonos	https://cluster.binarycanarias.com/img/cp-10109065.jpg	88729445
10109164	Auriculares Fresh N Rebel Twins 2 Tip Menta (3TW2100MM)	PVM	7	30			0	3TW2100MM	10	10			Multimedia>Sonido>Auriculares y micrófonos	https://cluster.binarycanarias.com/img/cp-10109164.jpg	89502255
10109354	Mural AITEN DATA 12U AI6412 600x450 (80.64.12S)	PVM	7	0			0	80.64.12S	0	3			Redes y CCTV>Armarios y cajas>Armarios	https://cluster.binarycanarias.com/img/cp-10109354.jpg	87961694
10110036	Conmutador AISENS KVM VGA USB 1U-2PC (A111-0411)	PVM	7	0			0	A111-0411	1	6			Periféricos>Cables>Conectores de red	https://cluster.binarycanarias.com/img/cp-10110036.jpg	89953067
10110294	Switch EQUIP HDMI 2.0 5 entradas 1 salida (EQ332726)	PVM	7	0			0	EQ332726	2	4			Periféricos>Cables>Varios (cables)	https://cluster.binarycanarias.com/img/cp-10110294.jpg	85974841
10110297	Auriculares+Micro EQUIP Life Jack3.5mm Negro (EQ245304)	PVM	7	0			0	EQ245304	5	9			Multimedia>Sonido>Auriculares y micrófonos	https://cluster.binarycanarias.com/img/cp-10110297.jpg	87420284
10110989	ASUS PRIME H510M-K:(1200) 2DDR4 HDMI mATX	PVM	7	0	28/11/2022		0	90MB17N0-M0EAY0	0	2			Integración>Placas base>Intel socket 1200	https://cluster.binarycanarias.com/img/cp-10110989.jpg	90112020
10110932	LCD Cover MSI (LCMSIPS63)	PVM	7	0			0	LCMSIPS63	0	1			Repuestos>Repuestos Varios>Repuestos Varios		-1
60101840	Windows 2000 Server + 5 licencias (frances)	PVM	7	70			0		1	1			Software>Sistemas operativos>Windows server		-1
50252064	Tinta HP Negro (C8765EE) N338	PVM	7	0		11/11/2022	0	C8765EE	0	5			Consumibles impresión>Tintas Marcas>Tintas HP	https://cluster.binarycanarias.com/img/cp-50252064.jpg	127260
20159209	Accesorio Impresión Doble Cara PS3210/3310 (Q5582A)	PVM	7	70			0	Q5582A	1	1			Impresoras y escáner>Impresoras inyección de tinta>Varios (impresoras inyección tinta)		-1
30203974	Altavoces TRUST 2.0 MILA 5W RMS USB Negro (16697)	PVM	7	0			0	16697	10	10			Multimedia>Sonido>Altavoces	https://cluster.binarycanarias.com/img/cp-30203974.jpg	3669357
55255861	EQUIP Cable HDMI 2.0 H.Speed con Ethernet 2m (EQ119342)	PVM	7	0			0	EQ119342	10	10			Periféricos>Cables>Video	https://cluster.binarycanarias.com/img/cp-55255861.jpg	8005863
50354527	Toner Canon 710H Negro (0986B001AA)	PVM	7	70			0	0986B001	1	3			Consumibles impresión>Toner Marcas>Toner Canon	https://cluster.binarycanarias.com/img/cp-50354527.jpg	637546
10108212	"Pantalla interactiva OPTOMA 65"" UHD 4K 5651RK"	PVM	7	0			0	H1F0C09BW101	1	1			Imagen y sonido>Proyectores>Pantallas	https://cluster.binarycanarias.com/img/cp-10108212.jpg	-1
10108308	Aspirador de trineo BOSCH 600W (BGL3HYG)	PVM	7	0			0	BGL3HYG	0	1			Hogar / Electrónica consumo>Electrodom.>Pequeño electrodom.	https://cluster.binarycanarias.com/img/cp-10108308.jpg	32842436
10108518	Teléfono Móvil Panasonic para Mayores Azul (KX-TU456EXC	PVM	7	0			1.1	KX-TU456EXCE	1	1			Telefonía / Smartphones>Telefonía móvil y Smartphones>Smartphone y teléfonos móviles	https://cluster.binarycanarias.com/img/cp-10108518.jpg	70313570
10108889	Cable Red AISENS RJ45 CAT.6 UTP 100m Gris (A135-0261)	PVM	7	0			0	A135-0261	3	4			Periféricos>Cables>Cables de red	https://cluster.binarycanarias.com/img/cp-10108889.jpg	70325711
10108994	"Soporte AISENS Inclin 37-70"" 40KG Negro (WT70T-017)"	PVM	7	0			0	WT70T-017	5	7			Imagen y sonido>Soportes TV>Superior 65 pulgadas	https://cluster.binarycanarias.com/img/cp-10108994.jpg	70329765
10109081	Teclado Mars Gaming Mecánico switch rojo (MKREVOPRORES)	PVM	7	0			0	MKREVOPRORES	1	3			Periféricos>Teclados>Teclados gaming	https://cluster.binarycanarias.com/img/cp-10109081.jpg	88729442
10109323	Alfombrilla RAZER Gigantus V2 mediu(RZ02-03330200-R3M1)	PVM	7	0			0	RZ02-03330200-R3M1	0	1			Periféricos>Ratones>Varios (ratones)	https://cluster.binarycanarias.com/img/cp-10109323.jpg	79750706
10109269	Cable AISENS USB3.0 A/M-A/H 2m Negro (A105-0042)	PVM	7	0			0	A105-0042	9	10			Periféricos>Cables>Datos	https://cluster.binarycanarias.com/img/cp-10109269.jpg	70325781
10109493	Cable AISENS DVI SINGLE LINK M-M Negro 5m (A117-0088)	PVM	7	0			0	A117-0088	4	6			Periféricos>Cables>Video	https://cluster.binarycanarias.com/img/cp-10109493.jpg	70325600
10109505	Cable Red AISENS RJ45 CAT.5E UTP 2m Negro (A133-0204)	PVM	7	0			0	A133-0204	10	10			Periféricos>Cables>Cables de red	https://cluster.binarycanarias.com/img/cp-10109505.jpg	70325763
10109588	Lector tarjeta SITECOM DUAL USB-C/USB-A (MD-067)	PVM	7	0			0	MD-067	6	8			Periféricos>Hubs y adaptadores>Adaptadores USB	https://cluster.binarycanarias.com/img/cp-10109588.jpg	88896127
30203930	LOGITECH Wireless DJ Music System (6194)	PVM	7	70			0	966194-0914	1	1			Multimedia>Sonido>Varios (sonido)	https://cluster.binarycanarias.com/img/cp-30203930.jpg	485322
10550107	"Kit Almacenamiento 3.5"" sATA para S120 (STORAGE)"	PVM	7	0			0		0	1			Periféricos>Discos y cajas externos>Varios (Cajas de discos duros)		-1
30203963	Altavoces LOGITECH S-120 2.0 OEM Negros (980-000010)	PVM	7	0			0	980-000010	10	10			Multimedia>Sonido>Altavoces	https://cluster.binarycanarias.com/img/cp-30203963.jpg	861898
10511501	"Soporte TV pared Voguels THIN205 UltraThin 80""(8392052)"	PVM	7	70			0	8392052	1	1			Imagen y sonido>Soportes TV>Varios (soportes TV)	https://cluster.binarycanarias.com/img/cp-10511501.jpg	-1
10500018	Pantalla Proyector Approx Mural Eléc 234x131 (APPP106E)	PVM	7	0			0	APPP106E	1	3			Imagen y sonido>Proyectores>Pantallas	https://cluster.binarycanarias.com/img/cp-10500018.jpg	26921463
55255853	EQUIP Cable Alimentación Red a PC 1.8m (EQ112120)	PVM	7	0			0	EQ112120	10	10			Periféricos>Cables>Alimentación	https://cluster.binarycanarias.com/img/cp-55255853.jpg	716607
55255862	EQUIP Cable HDMI 1.4 H.Speed con Ethernet 3m (EQ119343)	PVM	7	0			0	EQ119343	10	10			Periféricos>Cables>Video	https://cluster.binarycanarias.com/img/cp-55255862.jpg	8005870
50355633	Toner OKI Negro C301/C321 (44973536)	PVM	7	0			0	44973536	0	1			Consumibles impresión>Toner Marcas>Toner OKI	https://cluster.binarycanarias.com/img/cp-50355633.jpg	14074404
55257221	Nanocable USB3.0 A/M-A/H 10m (10.01.0312)	PVM	7	0			0	10.01.0312	6	10			Redes y CCTV>Cables>Datos	https://cluster.binarycanarias.com/img/cp-55257221.jpg	59315296
50351219	Toner HP LaserJet Negro 44A (CF244A)	PVM	7	0		11/11/2022	0	CF244A	3	10			Consumibles impresión>Toner Marcas>Toner HP	https://cluster.binarycanarias.com/img/cp-50351219.jpg	52146259
10359272	Pendrive SANDISK Dual micro+USB3.0 64Gb(SDDD3-064G-G46)	PVM	7	0			0.24	SDDD3-064G-G46	10	10			Periféricos>Pendrive>64Gb	https://cluster.binarycanarias.com/img/cp-10359272.jpg	33222461
10108218	Adaptador OPTOMA IFPD Wifi-Bluetooth Dongle EP-AC1602	PVM	7	0			0	H1AX00000179	2	3			Imagen y sonido>Proyectores>Varios (proyectores)	https://cluster.binarycanarias.com/img/cp-10108218.jpg	87312953
10109312	Sartén Bra Titanio 22cm (A121562)	PVM	7	0			0	A121562	0	1			Hogar / Electrónica consumo>Menaje>Cocina	https://cluster.binarycanarias.com/img/cp-10109312.jpg	-1
10109447	Cable EQUIP HDMI 2.1 Ultra 8k 3m HighSpeed (EQ119382)	PVM	7	0			0	EQ119382	10	10			Periféricos>Cables>Video	https://cluster.binarycanarias.com/img/cp-10109447.jpg	79312646
10109476	Ventilador Mars Gaming 120mm ARGB Negro (MFX)	PVM	7	0			0	MFX	0	1			Integración>Refrigeración>Ventiladores auxiliares	https://cluster.binarycanarias.com/img/cp-10109476.jpg	88747340
10109743	Latiguillo AISENS RJ45 CAT.6 UTP Rojo 0.5m (A135-0237)	PVM	7	0			0	A135-0237	6	10			Periféricos>Cables>Latiguillos de red	https://cluster.binarycanarias.com/img/cp-10109743.jpg	70325906
10109810	Enchufe D-Link WiFi Home Smart Plug (DSP-W218)	PVM	7	0			0	DSP-W218	0	2			Redes y CCTV>WiFi>Varios (wifi)	https://cluster.binarycanarias.com/img/cp-10109810.jpg	86097477
10109288	Cable AISENS HDMI A/M-A/M 3m Oro (A119-0108)	PVM	7	0			0	A119-0108	10	10			Periféricos>Cables>Video	https://cluster.binarycanarias.com/img/cp-10109288.jpg	70326986
10109501	Cable Red AISENS RJ45 CAT.5E UTP 7m Gris (A133-0182)	PVM	7	0			0	A133-0182	6	10			Periféricos>Cables>Cables de red	https://cluster.binarycanarias.com/img/cp-10109501.jpg	70325688
10109518	Cable Red AISENS RJ45 Cat.6 FTP 2m Gris (A136-0275)	PVM	7	0			0	A136-0275	10	10			Periféricos>Cables>Cables de red	https://cluster.binarycanarias.com/img/cp-10109518.jpg	70326902
10109526	"Soporte Tv/Monitor AISENS Slim 23-42"" Negro (WT42F-001)"	PVM	7	0			0	WT42F-001	3	8			Imagen y sonido>Soportes TV>Hasta 42 pulgadas	https://cluster.binarycanarias.com/img/cp-10109526.jpg	70325722
10110250	"Armario Suelo AITEN 19"" 47U 800x800+Acc. (F80.88.47)"	PVM	7	0			0	F80.88.47	1	2			Redes y CCTV>Armarios y cajas>Armarios	https://cluster.binarycanarias.com/img/cp-10110250.jpg	77265967
10110241	Tinta Qink Negro para HP 303XL	PVM	7	0			0	HI-303XLBK	10	10			Consumibles impresión>Tintas Genericas>Tinta Qink	https://cluster.binarycanarias.com/img/cp-10110241.jpg	-1
10110268	"Medion E11201-MD61958 N3450 4Gb 64GbeMMC 11.6"" W10P"	PVM	7	30			5.45	30030115	3	4			Ordenadores portátiles>Notebooks / Ordenadores portátiles>Hasta 12.5 pulgadas	https://cluster.binarycanarias.com/img/cp-10110268.jpg	-1
10110633	Masajeador percusión Theragun Pro Rojo (PRO-PKG-RED-EU)	PVM	7	0			0	PRO-PKG-RED-EU	1	2			Hogar / Electrónica consumo>Cuidado personal>Salud	https://cluster.binarycanarias.com/img/cp-10110633.jpg	-1
10110638	Soporte Metalico THERAGUN (MINI-STND-PKG-ROW)	PVM	7	0			0	MINI-STND-PKG-ROW	1	2			Hogar / Electrónica consumo>Cuidado personal>Salud	https://cluster.binarycanarias.com/img/cp-10110638.jpg	-1
10511740	"Soporte Mesa Approx 4monitores 10-27"" 10Kg (APPSMF02)"	PVM	7	0			0	APPSMF02	0	4			Imagen y sonido>Soportes TV>Hasta 32 pulgadas	https://cluster.binarycanarias.com/img/cp-10511740.jpg	69077310
10558172	Fuente UNYKA ATX 500W (52099)	PVM	7	0			0	52099	10	10			Integración>Fuentes alimentación>Fuentes estándar	https://cluster.binarycanarias.com/img/cp-10558172.jpg	71649281
30303521	AverMedia Live Gamer Portable 2 Plus 4K (61GC5130A0AH)	PVM	7	0			0	61GC5130A0AH	2	4			Multimedia>Sintonizadoras y capturadores>Capturadoras	https://cluster.binarycanarias.com/img/cp-30303521.jpg	38760192
45208349	Switch D-Link 5P 10/100 (DIS-100E-5W)	PVM	7	50			0	DIS-100E-5W	2	4			Redes y CCTV>Switch y routers>Switch 10/100	https://cluster.binarycanarias.com/img/cp-45208349.jpg	59150367
60410102	"Juego PS4 ""Assassins Creed Odyssey"""	PVM	7	0			0	3.30722E+12	0	2			Juegos y Consolas>Videojuegos>Juegos Playstation 4	https://cluster.binarycanarias.com/img/cp-60410102.jpg	-1
55400003	Regleta SALICRU SPS SAFE 7 7tomas 1.8m (680AB-00006)	PVM	7	0			0	680AB-06	0	10			Periféricos>SAIs y regletas>Regletas	https://cluster.binarycanarias.com/img/cp-55400003.jpg	37366522
10551231	Caja Mini ITX Thin USB3 120W (53000)	PVM	7	0			0	53000	10	10			Integración>Carcasas>Mini ITX	https://cluster.binarycanarias.com/img/cp-10551231.jpg	-1
10601334	Raton SPIRIT OF GAMER XPERT M500 Usb Negro (S-XM500)	PVM	7	0			0	S-XM500	0	2			Periféricos>Ratones>Ratones gaming	https://cluster.binarycanarias.com/img/cp-10601334.jpg	65890853
50356109	HP 4/5,Canon LBP860/1260,BrotherHL1260/1660/2060	PVM	7	70			0		1	3			Consumibles impresión>Toner Genericos>Toner Generic		-1
70600090	BOLSA aspirador T2700/T2900	PVM	7	0			0		0	1			Hogar / Electrónica consumo>Electrodom.>Pequeño electrodom.		-1
50251098	Tinta HP Color (C9352AE) N22	PVM	7	0			0	C9352AE	5	10			Consumibles impresión>Tintas Marcas>Tintas HP	https://cluster.binarycanarias.com/img/cp-50251098.jpg	285821
50352528	Toner EPSON Laser Cian C2600 (C13S050228)	PVM	7	70			0	C13S050228	2	4			Consumibles impresión>Toner Marcas>Toner Epson	https://cluster.binarycanarias.com/img/cp-50352528.jpg	280802
50352535	Toner EPSON Laser Negro C4200 (C13S050245)	PVM	7	70			0	C13S050245	1	2			Consumibles impresión>Toner Marcas>Toner Epson	https://cluster.binarycanarias.com/img/cp-50352535.jpg	326023
30201113	T. Sonido APPROX USB 5.1 PS4 (APPUSB51)	PVM	7	0			0	APPUSB51	8	8			Integración>Tarjetas de sonido>Tarjetas de sonido	https://cluster.binarycanarias.com/img/cp-30201113.jpg	24408801
15209996	"Funda APPROX Tablet 10.1"" BLUETOOTH Teclado (APPIPCK06)"	PVM	7	0			0	APPIPCK06	10	10			Tablets / eBooks>Accesorios PAD y Tablet>Fundas PAD y Tablet	https://cluster.binarycanarias.com/img/cp-15209996.jpg	24787998
10604699	Raton LOGITECH M325 Wireless Light Silver (910-002334)	PVM	7	0			0	910-002334	10	10			Periféricos>Ratones>Ratones	https://cluster.binarycanarias.com/img/cp-10604699.jpg	8683660
10604059	Teclado LOGITECH K120 USB OEM (920-002518)	PVM	7	0			0	920-002518	10	10			Periféricos>Teclados>Teclados	https://cluster.binarycanarias.com/img/cp-10604059.jpg	4863781
50354508	Toner Canon 719H Negro (3480B002AA)	PVM	7	0			0	3480B002	3	3			Consumibles impresión>Toner Marcas>Toner Canon	https://cluster.binarycanarias.com/img/cp-50354508.jpg	4204473
45100684	EQUIP Patch Panel 48p Cat.6 Apantallado 1U (EQ326448)	PVM	7	0			0	EQ326448	4	6			Redes y CCTV>Armarios y cajas>Varios (armarios y cajas)	https://cluster.binarycanarias.com/img/cp-45100684.jpg	1283551
55256137	Latiguillo Apant. EQUIP Cat5e F/UTP 3m Rojo (EQ225422)	PVM	7	50			0	EQ225422	2	2			Periféricos>Cables>Latiguillos de red	https://cluster.binarycanarias.com/img/cp-55256137.jpg	16004635
10511734	"Soporte Approx Fijo Inclinable 32""-70"" 50Kg (APPST14A)"	PVM	7	0			0	APPST14A	2	6			Imagen y sonido>Soportes TV>Superior 65 pulgadas	https://cluster.binarycanarias.com/img/cp-10511734.jpg	69077385
55257222	Nanocable USB3.0 A/M-A/H 15m (10.01.0313)	PVM	7	0			0	10.01.0313	5	6			Redes y CCTV>Cables>Datos	https://cluster.binarycanarias.com/img/cp-55257222.jpg	59311532
55257227	Nanocable Red CAT.5E FTP AWG24 0.5m (10.20.0600)	PVM	7	0			0	10.20.0600	10	10			Redes y CCTV>Cables>Cables de red	https://cluster.binarycanarias.com/img/cp-55257227.jpg	27241443
15205504	Selfie Stick XIAOMI Trípode BT 3.0 Negro (FBA4070US)	PVM	7	0			0	FBA4070US	10	10			Telefonía / Smartphones>Accesorios de telefonía móvil>Varios	https://cluster.binarycanarias.com/img/cp-15205504.jpg	58426891
10511751	"Soporte TOOQ Suelo Ruedas 37""-100"" Negro (FS20100M-B)"	PVM	7	0			0	FS20100M-B	4	5			Imagen y sonido>Soportes TV>Superior 65 pulgadas	https://cluster.binarycanarias.com/img/cp-10511751.jpg	62728568
45208275	Switch D-Link 5P 10/100 (DES-1005D)	PVM	7	0			0	DES-1005D	1	2			Redes y CCTV>Switch y routers>Switch 10/100	https://cluster.binarycanarias.com/img/cp-45208275.jpg	253846
50253379	Cinta EPSON LX-300 (C13S015073)	PVM	7	30			0	C13S015073	2	2			Consumibles impresión>Otros Consumibles>Cintas		-1
50207008	Cinta DAT DDS-2 120M 8Gb (C5707A)	PVM	7	70			0	C5707A	1	1			Consumibles varios>Consumibles grabación>DAT	https://cluster.binarycanarias.com/img/cp-50207008.jpg	1493
15207420	"VAX Portfolio/Bandolera BORN 13""/15.5"" (1703)"	PVM	7	0			0	1703	2	2			Ordenadores portátiles>Maletines>Mochilas	https://cluster.binarycanarias.com/img/cp-15207420.jpg	1808911
10358967	Pendrive SANDISK Nano 16Gb USB3.1 4K SDCZ430-016G	PVM	7	0			0.24	SDCZ430-016G-G46	0	2			Periféricos>Pendrive>16Gb	https://cluster.binarycanarias.com/img/cp-10358967.jpg	23210742
50351087	Toner HP Laser Cian 312A (CF381A)	PVM	7	0			0	CF381A	3	5			Consumibles impresión>Toner Marcas>Toner HP	https://cluster.binarycanarias.com/img/cp-50351087.jpg	21765189
55255857	EQUIP Cable HDMI 1.4 H.Speed a Micro HDMI 1m (EQ119309)	PVM	7	0			0	EQ119309	6	10			Periféricos>Cables>Video	https://cluster.binarycanarias.com/img/cp-55255857.jpg	12021000
45208294	Switch D-Link 24P 10/100 Easy Smart (DES-1100-24)	PVM	7	50			0	DES-1100-24	3	3			Redes y CCTV>Switch y routers>Switch 10/100	https://cluster.binarycanarias.com/img/cp-45208294.jpg	5086225
